,author,time,message
58,JS,2021-03-26 10:00:39," What a great question. Again, I'd invite fellow panel members to react.  I mean, we've been I mean, one of the things we've done over the years as a university is and if we if we're talking about auto pilot systems,  we have played with, developed, evaluated huge numbers of auto pilot systems, if that's what we're talking about, It might be wider that just auto pilot systems, flight control systems and honestly, there's quite a lot of hobby stuff out there. And from our recent encounter with the CAA, by the way, I'm not at all critical of the CAA I think their recent scrutiny over certainly our platform is good and certainly as a GA flyer I would like to see all drones exposed to the same scrutiny.  So I suspect the answer will come from the CAA.  They will simply either allow or not allow systems that have sufficient integrity and robustness to fly full stop. Again, I'd welcome comments from fellow panel members. 

10:03.42  I think I think the question was also about what type of electronic conspicuity and whether we kind of like looking into it can certify a specific technology or an integration of all of them.  I think one of the purposes of this exercise is also tried to see what is the type of equipment that more people has or and what is the type of equipment that is more accessible to everyone and whether we could use the type of electronic conspicuity device to enable Class Lima airspace.  Now, I've seen also several questions about technology requirements for UAVB and for drone operators and that is one of like the primary ideas of Class Lima.  And these have a set of requirements, very specific requirements for how UAV operators in terms of navigation, visual conspicuity, electronic conspicuity. The are avoiding mechanisms should be the same for all of them.  Minima communication systems and failsafe mechanisms that those additional layers of mitigations that could be applied.

Again, all these ideas that we have been bouncing and that we would like to do to get more ideas.  The VHF position broadcast, is one of them perhaps having a failsafe positioning or escape lane for UAVs that are having failure, etc. So, I would say go to a specific altitude. And one of the advantages of UAVs is that you have lots of data on the ground of about the flight plan and about the current position of the aircraft and that's something that can be broadcasted and can be made available to many users.  So I think that there's the opportunity to generate lots of mitigations to all the air proximity of risk and ground risks."
187,GA Pilot 1,2021-03-26 10:01:00,The UK coast is 31000km long. most people fly there.
186,GA Pilot 3,2021-03-26 10:01:00,The infrastructure costs are not clear or transparent - nor is the investment costs ---in other areas there is a discussion around an information exchange requirements
188,Microlight Pilot 1,2021-03-26 10:01:00,Â£250 pounds doesn't go far for a transponder
189,Drone User 7,2021-03-26 10:01:00,[GA Pilot 3] - A full costing analysis for infrastructure has been done including service and maintenance
194,Microlight Pilot 7,2021-03-26 10:02:00,"the bottom line is that Class L will exclude many airspace users; model flyers, parascenders and others who cant afford to pay Â£500 for an EC device an that goes against CAA vision of airspace for all."
192,GA Pilot 30,2021-03-26 10:02:00,the FAA also madate that UAV avoid manned aircraft
193,Drone Industry Interest 4,2021-03-26 10:02:00,"GA Pilot 18 - but are you saying no manned aircraft do not hit a Bird or have had AirProxes with paragliders, hang gliders etc"
190,GA Pilot 35,2021-03-26 10:02:00,I believe the FAA have just mandated all UAVs including recreational aircraft (fixed wing/multirotor) e.g. R/C models etc. over .55Lbs will need conspicuity equipment by 2024
191,GA Pilot 18,2021-03-26 10:02:00,"DfT grant is peanuts compared to the cost of transponders and the installation cost. There are also no battery powered transponders. ADSB is pointless as it is not seen by any U.K. radar, so doesnâ€™t give you any other airspace access."
59,Facilitator,2021-03-26 10:02:14," OK, so at this point, I will call a short break and ask everybody to please return at 10 past 10:00, where we will give everybody the opportunity to put their questions to the panel.  And we will begin by just clarifying what's the available grants for Transponder's and whether they do, in fact, cover the cost and all of the related equipment to the class Lima.  And then it would be really great if we could kick off by understanding a little bit of people's experiences with Skye Scotland, so far as I think that might contextualise various aspects of the conversation that's been taking place so far.  So please feel free to turn off your videos during the break and then I will see you back here at ten past 10:00.  Thank you, everybody."
199,GA Pilot 33,2021-03-26 10:03:00,Why is it not posible to set airworthiness standards for drones?
195,GA Pilot 31,2021-03-26 10:03:00,The range of craft and equipment in GA is analogous to boats and sailing. Would you reasonably expect everyone from paddle-borders up to buy kit of no use to them otherwise to avoid being excluded from the area or hit by an autonomous speedboat?
196,GA Pilot 1,2021-03-26 10:03:00,"Very happy to comment and contribute on the Oban/Skyports experience. I run a seaplane training business, and they have effectively excluded me from a large part of my flying area. CAA scrutiny of Skyports was dreadful."
197,GA Pilot 18,2021-03-26 10:03:00,"Alex, yes manned aircraft hit birds, but generally are only damaged and can keep flying. Probably not the case with a drone hitting a red kite,"
198,GA Pilot 3,2021-03-26 10:03:00,Do you have an idea of the volume of GA operations in class G
200,GA Pilot 30,2021-03-26 10:03:00,scruntinising the drone is a role for an organisation akin to the LAA / BMAA
202,Air Traffic Control 1,2021-03-26 10:04:00,"INformation exchange is achieved over the ground infrastructure, this is provided by third parties, more to follow."
201,Other 1,2021-03-26 10:04:00,"It isn't just the cost of EC for light weight aviation it is also the efficacy of low powered devices mounted close to the RF ""sink"" that is the human body"
204,GA Pilot 18,2021-03-26 10:05:00,"[GA Pilot 14], and it needs to be seen by ATC as well to make it useable!"
203,GA Pilot 14,2021-03-26 10:05:00,"Iâ€™d be in favour of EC if there was one single box that saw everyone, not just PAW, EC2 etc. I canâ€™t fit EC boxes in my small aeroplane anyway!"
205,GA Pilot 1,2021-03-26 10:05:00,How accurate is the GPS onboard UAVs? Why are the TDAs 3000m wide?
60,Facilitator,2021-03-26 10:05:48,"Welcome back, everybody.  So weâ€™ll allow just a minute more to allow everyone to return from break and then we will kick off. So just a reminder to the panel. I'm going to begin by asking to please clarify the available grants. There was a comment in the chat that two months ago, oh, got getting confused with the study.  So recently there were grants made available for transponders.  So useful to clarify what the terms of those are and how exactly they relate to the Class Lima concept. So we'll allow just a minute more, I think, to make sure that we've got everybody back to take part in the conversation. Then we will proceed by covering the available grants.  And then I would love to hear a little bit about the experience with Skye Scotland so that we can learn from that experience."
210,Air Traffic Control 1,2021-03-26 10:06:00,GA Pilot 18 - there is a good technical solution to your question that we can share.
209,GA Pilot 18,2021-03-26 10:06:00,CAA seems to be in the pockets of the commercial drone operators and avionics manufacturers!
208,GA Pilot 3,2021-03-26 10:06:00,There are lots of R&D projects covering drones but with little co ordination - Catapult has suggested that the way forward is through segregated airspace -
206,Drone User 7,2021-03-26 10:06:00,{GA Pilot 14]: this is the plan
207,Air Traffic Control 1,2021-03-26 10:06:00,"Yup, FAA mandated it, CAA says it will be â€˜industry led'"
211,Drone Industry Interest 4,2021-03-26 10:07:00,But given GA Pilot 18 you are saying manned aircraft also hit birds - is your argument more around the airworthiness and the fallout and not the collision aspects?
215,Microlight Pilot 7,2021-03-26 10:08:00,agreed
214,Air Traffic Control 1,2021-03-26 10:08:00,"[Microlight Pilot 7] - airspace for all, of the equitable use of airspace to give it itâ€™s official term, is the fundamental principle that has to be abided by - the question is just how."
212,Microlight Pilot 7,2021-03-26 10:08:00,I think GA Pilot 18 is making the point that setting aside EC - how do drones see and avoid on non-cooperative targets?
213,Drone Industry Interest 4,2021-03-26 10:08:00,"I'm still looking for the reference about TMZ and ANSP as the CAA Slide was very clear, Jonathan - happy to PM me if it helps https://www.gatco.org/wp-content/uploads/2020/10/RMZ_TMZ-PS-Proposal_Final.pdf"
216,GA Pilot 18,2021-03-26 10:09:00,"Alex, my point really is that drones need to be able to see and avoid all ""threats"" in the sky. This is much more than just about GA aircraft."
217,Microlight Pilot 7,2021-03-26 10:09:00,totally with GA Pilot 18. This is a very narrow solution
218,Air Traffic Control 1,2021-03-26 10:10:00,"[Microlight Pilot 7] -great question on how drones see and avoid, weâ€™re very happy to share the solution for that."
219,Drone Industry Interest 4,2021-03-26 10:10:00,My counter to that GA Pilot 18 is that doesn't even happen for any manned aircraft (I fly an A320) so are you asking for the impossible
220,Microlight Pilot 6,2021-03-26 10:10:00,SO far I cannot perceive hoe paragliders could operate in class Lima
61,JS,2021-03-26 10:10:30," Facilitator, can I just raise an issue.  Unsurprisingly, we're seeing a lot of anger and angst in the chat.  Can I just remind everyone that what we're asking is whether we could collaborate to find the solution? Otherwise, what we're going to be forced to do in the future is to continue to decorate Class G airspace with brick walls and TDAs and so the spirit hopefully of this meeting will end up being constructive, to see if there is the appetite and the support to do something different.  That's the point of this meeting. I understand people's anger.  I understand people's frustration with TDAs I will remind everyone I'm a GA pilot and I love flying around Class G with the freedom I have and so I get that. I understand that. But let's not lose sight of the need to see whether there is appetite to try and do something differently.  And we've had a couple of comments. People are saying that Class Lima is segregated airspace.  Yes, it is, but it's less segregated airspace.  So but nevertheless, I think, Facilitator, I think it's  that so the negative experience of the Oban situation.  I think it be good to allow  to just say give his position and opinions."
224,Microlight Pilot 7,2021-03-26 10:11:00,are you a drone Op [Air Traffic Control 1]? DAA on non-cooperative targets is the key to making this work
223,GA Pilot 18,2021-03-26 10:11:00,"Alex, not it might not happen for every aircraft, but it needs to happen for BVLOS drones!"
221,Air Traffic Control 1,2021-03-26 10:11:00,"[Microlight Pilot 7] - what youâ€™re hearing isnâ€™t the full (technical) solution, yet."
222,GA Pilot 22,2021-03-26 10:11:00,"[Air Traffic Control 1] , who do you work for?"
62,Facilitator,2021-03-26 10:11:35," Yes, so I will invite  to speak up in a moment.  I'm just going to show a link in the chats, which has been kindly provided to me by Alex Pilko.  And that's links to the available grants you can visit back at your leisure.  However, I will just reiterate what Jim was just saying. The object of today is not as the first step towards forcing through an unviable system.  It is a means to invite all of you as expert stakeholders to think how we can create a successful system that can appropriately balance the needs of GA users and incorporate un-crewed aerial vehicles into potential airspace.  And as is evident in the chat so far, everybody has a huge wealth of technical expertise here.  So please continue to contribute. Now, , if you're willing to speak up, I will ask you to on mute and please share a little bit of your experience with Sky Oban."
229,GA Pilot 1,2021-03-26 10:12:00,I totally agree Jim
228,Microlight Pilot 1,2021-03-26 10:12:00,That sounds rather threatening
231,Air Traffic Control 1,2021-03-26 10:12:00,"Ask Aleks about CUAS, heâ€™s a BA Captain and a CUAS expert."
230,Microlight Pilot 1,2021-03-26 10:12:00,Fit in or else
227,Microlight Pilot 7,2021-03-26 10:12:00,thank you [Air Traffic Control 1]
226,Other 1,2021-03-26 10:12:00,Skyports operating in Scotland not Sky Scotland
225,Air Traffic Control 1,2021-03-26 10:12:00,Neuron - you might have heard Professor Scanlan describing us.
236,Microlight Pilot 1,2021-03-26 10:13:00,"A TDA with a DACS, radio, is less segregated that the proposed Class L/TMZ"
235,Facilitator,2021-03-26 10:13:00,https://www.caa.co.uk/General-aviation/Aircraft-ownership-and-maintenance/Electronic-Conspicuity-devices/
234,GA Pilot 34,2021-03-26 10:13:00,why not NOTAMs instead of TDA
233,GA Pilot 33,2021-03-26 10:13:00,I think that the TDA approach isn't practical at scale - so we need an alternative slution
232,GA Pilot 1,2021-03-26 10:13:00,yes
63,GA Pilot 1,2021-03-26 10:13:25," SkyPorts. No, I appreciate that there are good drone operators and there. Are less good drone operators.  I don't want to turn this into a rant about what has been a bad experience so far.  But there needs to be an element, a strong element of trust and respect between the drone communities.  And we have not had that from SkyPorts at all. Last year there were trials.  The consultation to be calls was a sham. It didn't get in touch with any flying real local flying clubs.  But they've then compounded that by saying that they consulted and getting information from them has been difficult.  OK, so this hasn't been a good experience. TDAs I have I have gone off, I mean, I've run a seaplane training business. I'm also the Air Traffic Control 1ler for the whole of west of Scotland.  So I'm pretty experienced to what goes on up there. At no stage has the initiative come from them to get in touch with me.  Everything has been me trying to get information from them. And it's been like drawing teeth, to be quite honest with you. The TDAs Yes. I see it's a short term solution and in a sense they've been lucky because it's been very little flying with Covid.  But that's about to change in two or three weeks time. And God knows what it's going to be like when more people descend on the area up there because because the drone operator, they don't seem to have a respect that other people are there where they are before and use the airspace and you need to get that in to drone operators because it reflects badly on everybody else.  As to the class Lima, I mean, I've invested in electronic conspicuity, I've got Sky Echo. I've got Pilot Aware I've tried them all out. I went off to try and see if I could detect the drone and it turns out that there was a software fault with their ADSB that they hadn't admitted to or whatever.  So if you're gonna do something, it needs to be that how do they prove that the ADSB works before they get airborne for a start? 1:20:44
You know, if I have ModeS in my aeroplane, it's a legal requirement for me to switch on so I don't have to test it.  I think something like Flight Radar 24, there needs to be more stations, ground stations to actually pick these things up and display the aircraft.  That, to me, seems a much better way because you've got your in the cockpit you could see everybody's got mobile phone pretty much, and everybody could get flight radar 24. You could actually see where the drones are.  But to close off these large areas of airspace for maybe six flights a day, eight flights a day, that's not really not realistic.  And they're often sitting empty because the weather is not good enough. So the last little final point was going to be on the accuracy of drones.  You know, some of these air spaces are three kilometres wide. It seems to very random the way they've been created.  Now, I thought I've spoken to people are well involved with drones. And you think the accuracy of drones is better than three kilometres.  So why is this such a massive area?  When drones could presumably if they need to return stop, turn around and get back and I donâ€™t feel there has been proper justification or risk assessment of that.   Certainly not. It's not transparent. Does that cover a few points?  Well, I'm not I'm not against drones, but I'm really against the way this has been done so far. It's really been disrespectful. Okay. And thank you for providing this forum.  I think it really is very, very necessary. Thank you."
240,Drone Industry Interest 4,2021-03-26 10:14:00,Best efforts have to be made [GA Pilot 18] - I'm just saying we can't expect perfection. Also I think we are all agreed that this is a more fundamental challenge than UTM which is down the road.
239,Air Traffic Control 1,2021-03-26 10:14:00,"GA Pilot 33, thatâ€™s right, to meet the NHSâ€™s full needs would require over 30k TDAsâ€¦"
238,Microlight Pilot 7,2021-03-26 10:14:00,"Jim, EC is a very narrow solution for GA. True DAA on non-cooperative targets is the key for BVLOS ops as it encompasses all air users."
237,GA Pilot 18,2021-03-26 10:14:00,"Jim, the solution is a proper certified Detect and Avoid for the BVLOS drones, as already certified by the FAA. Stop trying to go around the subject and get it done!! You canâ€™t go with these half baked solutions and getting everyone else to pay,"
64,Facilitator,2021-03-26 10:14:31," Thank you very much. It's incredibly useful. Yes, so the points on necessary respect and communication is evidently vital.  So if anybody has any further points as we go through on also the format of how we can continue the consultations, I certain remarks."
241,Other 1,2021-03-26 10:15:00,RESPECT â€¦â€¦ yes. Both ways
242,GA Pilot 30,2021-03-26 10:15:00,"the session started with ""integration"" and just stated ""less segregated"" Stick with the former !"
244,GA Pilot 32,2021-03-26 10:16:00,Indeed. Thereâ€™s a big difference between integrated and segregated.
243,GA Pilot 3,2021-03-26 10:16:00,The FAA is outside of the drone development as the USA is adopting a community based approach to operations up to 400 feet see NASA projects
246,Drone User 7,2021-03-26 10:17:00,"The point is that the drone (both recreational and commercial), GA and gliding communities need to come together to find a solution to safely integrate. I don't think its fair or very imaginative to keep segregating via TDAs"
245,Government Agency 1,2021-03-26 10:17:00,I would be interested to hear what the panel envisage the volume of Class Lima being? I represented Defence Airspace Air Traffic Management (DAATM) and my key concern would be interactions between drones and fast jets in the UK Low-Flying system.
65,GM,2021-03-26 10:17:58," I would like to just follow the points that  was making from the point of view of the TDA sponsor. So I've been the sponsor of three different ACP proposals for Windraces.  And really the key for TDAs and an airspace change is proportionality And I do agree with   that a correct and proportional engagement of all the stakeholders is the key for a TDA proposal, say, about the size three kilometres wide. It really at the TDA, like the size of air space, change needs to be, again, proportional to the operations to the navigation performance of the of the drone and the failsafe mechanisms of the drone.  It cannot be just something random.  And also, the thing that I want to say from from from from from the point of view of of the sponsor of open airspace change, we understand how disruptive it is to put a TDA a brick wall there, I've see. I've read some comments about setting that a TDA with a danger area crossing service should be an option, should be less disruptive that Class Lima but when we've tried that, it is not always possible to have a danger area crossing service or area information service due to the not availability f of the correct level of air traffic services or lack of coverage of low altitude radar systems. So really that that sometimes it's not possible to provide the services and thus making this this case more disruptive.  Also say when you have a TDA that is active and for some reason weather changes, I think it happens here in England. It is that it takes like a lot of time for us to deactivate this TDA.  You can send an e-mail, an email to airspace operations in the CAA but that is not always person there to deactivate it.  Again, that's why we don't want to continue like doing this, this TDA. That's why we believe this is this is not the way to go. And I really appreciate the comments off  and at least from our site from our side from Ultra.  Yes. Windracers, we will make sure that any sort of consultation and any sort of airspace change will be proportional to the stakeholders will be contacted in due course."
248,GA Pilot 27,2021-03-26 10:18:00,Jim there are ICAO issues with developing a new airspace classification.
249,GA Pilot 30,2021-03-26 10:18:00,"We need a solution that works at potentially all altitudes, not just limited to sub 400ft the FAA policy is ""integration"""
250,GA Pilot 5,2021-03-26 10:18:00,"I fear the Skyports experience doesn't reflect well on the CAA's oversight of the TDA approval or post-implementation review processes. I suspect while technically competent in terms of UAS operations, Skyports are naive at best when it comes to understanding the airspace environment in which they are operating."
251,GA Pilot 33,2021-03-26 10:18:00,"Although you haven't mentioned this, is there an overall starting point which would be to keep drone and GA operations segreated as far as possible? Ideally areas of class L would be kept as small as possible?"
247,Unknown,2021-03-26 10:18:00,[GA Pilot 1] - well said and thank you.
66,Facilitator,2021-03-26 10:18:17," OK, so based on how the conversation in the chat is progressing and because of how many people we've got taking part in the discussion today, I'm now going to introduce an interactive whiteboard that will allow us to capture everybody's contributions in a more effective way.  So, I'll just briefly explain how this will work in the chats I'm going to post link. You can click on that and it will take you to an interactive whiteboard and I will explain how to use that.  If you have any issues doing, that's if opening a browser window is going to create any problems please don't worry you can simply carry on commenting in the chats or you can speak out loud and we will scribe your response across. And also, anything that is spoken during this call can be transcribed.  That's a feature of Zoom. So anything that you say will be recorded. However, I'm going to post a link to the whiteboard now.  And that will guide us through a set of questions just to guide the discussion.  So you should see a link in a chat that says mirro, dot com, et cetera.  I'm going to start a screenshot now so that you will see what that involves.  OK, so you should see a screen now with a blue board with some questions at the top.  The way that this works is simply that if you scroll to the left of your screen, you'll see the set of icons here.  The one that I'm hovering over is a square with the corner folded in.  That's a sticky notes. If you click on that, you can select the colour.  Then click on the board and then you can type your response in.  So once you've done that, you can drag it around. You can resize it.  But all you need to worry about is click on the link. It will open up that whiteboard. You can then hover over the sticky notes icon on the left of the screen.  Click that, click on the board and you can type your response."
252,GA Pilot 30,2021-03-26 10:19:00,proportional also needs to give consideration to other aspects of class G. Potentially closing an airfield for a UAV TDA os madness
254,Other 1,2021-03-26 10:20:00,There is always someone available to deactivate a TDA
253,Other 1,2021-03-26 10:20:00,Why no DACS â€¦. pay for one
67,Facilitator,2021-03-26 10:20:57,"So I'm going to kick off by, first of all, asking what are the positive features of Class Lima for your use of air space based on everything that's taken up, taking place so far in the discussion? What positive features can you see to the concept of Class Lima?  So please invite everybody to just contribute any responses you might have any potential positive features of the Class Lima concept by clicking on a sticky note and putting it on the board.  And alternatively, you can leave a comment in the chat and we will return to the group just to hear from everybody.  Once we've taken a couple of minutes on this. So as ever.  Please feel free to private message me in the chat. And if you'd prefer not to use this whiteboard thatâ€™s absolutely fine. You can just type of response into the chat or you can simply say it out loud when we get to questions.  So let's just take a couple of minutes now and then we will return to the group.  I'm going to stop the screenshare. And please let me know if anybody has any technical issues and I'll do my best to account for those.  So I'm going to post that link again. That's in the chat please go across and post a sticky or any response.  You can also reply in the chat here. So the question here is what positive features do you see to the Class Lima concept?

So this is great. Thank you to everybody who's filling in the board so far. And thank you, .  Anybody on a mobile device or similar situation? Please just continue commenting in the chat.  Absolutely no problem. If you use the chat rather than the board."
258,Facilitator,2021-03-26 10:21:00,https://miro.com/app/board/o9J_lPC_GtA=/
257,Microlight Pilot 1,2021-03-26 10:21:00,Part of the ongoing Airspace Modernisation Strategy is to look at dynamic flexible use of airspace. This proposal seems to be a backyard step.
256,GA Pilot 23,2021-03-26 10:21:00,Please consider the tactical notification of TMZ/TDA activation via FIS-B TFR field. Allows granularity in airspace management not previously achieved.
255,GA Pilot 18,2021-03-26 10:21:00,"Yes it is possible to have a DACS for a TDA, you just have to get a mobile control tower and radio licence. As people do when they set up large aviation events at places like Cheltenham races etc."
261,GA Pilot 1,2021-03-26 10:22:00,TDA deactivation .. ? No notams at the weekend. Requires a good 2way VHF link to enable. Not really tactical enough?
260,GA Pilot 23,2021-03-26 10:22:00,Please also consider TIS-B to rebroadcast and share a collaborative airspace picture of varying emission technologies.
259,Government Agency 8,2021-03-26 10:22:00,"Just a couple of notes- the CAA recently consulted on some proposals to the RMZ/TMZ policy statement- keep an eye out for the response and updates to the policy statement in due course. Also- regarding SORA, the CAA has adapted the SORA for use within the UK, taking into account the UK operating environment - so keep an eye out for a large update to CAP 722A shortly which will explain the 'UK' version of the SORA."
264,Drone Industry Interest 4,2021-03-26 10:23:00,"[GA Pilot 30] - there is an 8hr video that summarises the efforts from 2015-2020, there is a long way to go on their approach https://nari.arc.nasa.gov/utm2021tim The FAA mandate EC, but their approved BVLOS is using visual camera in limited as you can imagine."
263,GA Pilot 27,2021-03-26 10:23:00,"This sounds like investment is required. Flying is very expensive, drones will have to invest in airworthiness, ground support infrastructure and be able to comply with existing manned operating procedures and laws. Unfortunately you canâ€™t do this on a small budget, for example a commercial operation should be working under an AOC."
262,GA Pilot 23,2021-03-26 10:23:00,Airspace management and tactical activation/deactivation must improve dramatically. We have the tools to do it now.
265,GA Pilot 31,2021-03-26 10:23:00,There is a vital rule here: in all circumstances UAVs MUST make the avoiding action when in proximity to manned aircraft. Laws or robotics and all that...
68,Microlight Pilot 2,2021-03-26 10:23:17," Will you quickly, summarise what Class Lima is I must have missed missed it?


 Yes. I'll hand over to the panel again just to remind us of a top level summary of what Class Lima."
266,Other 1,2021-03-26 10:24:00,"There is one underlying thing across this whole event â€“ There is NO-ONE who fully understands everything that goes on in Class G. This is something that has periodically been acknowledged by the CAA. This meeting does not include significant current players such as MoD, Air Ambulance, Police, commercial helicopters, etc. etc. Let alone the numbers of UAVs being proposed by the likes of Amazon!"
267,Facilitator,2021-03-26 10:24:00,https://miro.com/app/board/o9J_lPC_GtA=/
268,GA Pilot 1,2021-03-26 10:25:00,Canâ€™t work whiteboard on iPad. Benefits ? It should make all drones visible.
269,Other 1,2021-03-26 10:25:00,Sorry but this white board is a step too far for those of us who haven't used it before
270,Glider Pilot 4,2021-03-26 10:26:00,Positives - the concept contributes to an integrated way forward.
271,GA Pilot 27,2021-03-26 10:26:00,"Its a move away from the present TDA segregated scenario but still requires Manned Ops expenditure and is still segregation ""light"""
272,GA Pilot 1,2021-03-26 10:26:00,Could Class L not be called Class G+ and applied solely to drones? ie. they can access it so long as they have EC and DAA?
273,GA Pilot 14,2021-03-26 10:26:00,To what level do you see Class L being?
69,JS,2021-03-26 10:26:07," Well, that's a great question, actually, because we don't really know.  But it's a vision.  And the vision is how could we avoid using temporary danger areas in the future and make airspace more flexible, more permissive.  And so the goal of this session is to say, hey, is there any enthusiasm for trying to do something different to TDAs and if so, what do we need to do? That's different. So I'm sorry. It's fairly nebulous and fairly unclear at the moment. But we will send you a copy of the slides which gave our vision. I donâ€™t know whether you missed it earlier in the presentation. Does that answer your question?

 Yes, I did miss it.

 Okay, we'll send you the slides.  But essentially, it's how do we avoid all the drawbacks of TDAs in work we do in future?

 Also have a separate problem of having a rather unstable signal.  I keep using your speech. 

 OK, Facilitator, can you hear me okay?"
70,Facilitator,2021-03-26 10:26:21," Yes. We will be following up this session with sharing the slides and that will be ongoing opportunities to keep feeding into this projects as it progresses.  But for the time being, this is a fantastic start. Thank you to everybody for carrying on."
274,GA Pilot 3,2021-03-26 10:27:00,Class Lima is not an ICAO class of airspace it would be an idea to call it class G + or Class G++
275,GA Pilot 31,2021-03-26 10:27:00,G-minus?
277,GA Pilot 3,2021-03-26 10:27:00,Class G+ is where the + would equal an equipage requirement
279,GA Pilot 5,2021-03-26 10:27:00,Class Lima is a good starting point. However still concerned that some in the UAS segment do not understand the requirement to provide equitable access to airspace to all users.
278,Drone Industry Interest 4,2021-03-26 10:27:00,But [GA Pilot 27] - I agree there is a whole piece of infrastructure that still needs to be achieved
276,GA Pilot 11,2021-03-26 10:27:00,"Just a suggestion. Could ""A"" roads be used. Say UAVs fly on the right hand side of A roads only below 400ft and within 100 mtrs of the road. No Class Lima required just Drone Lanes as part of the road system. At least we would know where they are."
71,JS,2021-03-26 10:27:49," Facilitator, so what might happen in the future? One option is that as a result of this, we conclude it's a waste of time. We won't be able to reach agreement on something positive.  We just carry on with TDAs. My preference, however, is that this would just be the beginning of dialogue. And, you know, the chat has included, inevitably, lots of negative comments and, you know, a criticism that we haven't included all Class G Users.  And that was somewhat deliberate in that we tried to do this in bite sized chunks, because if we don't get a positive reaction, positive support from this group of space users, then we won't waste anyone's time progressing it.  And speaking to the military and although we do have some HeliMed people on the call that we haven't explicitly targeted police, military and other Class G users. So this is a step it's not the only step we will need to make and we may decide to do nothing as a result of this this forum. It's up to you. Do you support it? Do you think doing something, trying to do something is worth doing?"
281,Air Traffic Control 1,2021-03-26 10:28:00,Main benefit - this is an essential next step. To move things forwards.
280,GA Pilot 30,2021-03-26 10:28:00,the premise just given by Jim Scanlan is far more acceptable than a limiting proposal for class L
72,Facilitator,2021-03-26 10:28:09," Great. So I would just mention now owing to time. We'll just round off that first point on the positive features.  We got a nice mix of responses there. I'm just going to screen share once more.  So you can see the range of responses which have been appearing here are now going to scroll down, which you will all be able to do to this next board here."
284,GA Pilot 27,2021-03-26 10:29:00,Jim you are sounding threatening. There are solutions but they involve significant investment on your part.
283,Microlight Pilot 7,2021-03-26 10:29:00,"true drone DAA for non-cooperative targets, drones with EC and stay below 400ft and away from airfields an strips"
282,GA Pilot 14,2021-03-26 10:29:00,"@Jim, please donâ€™t get annoyed at criticism. Iâ€™m here because I know nothing at all about the drone movement. I donâ€™t even know if you (hosts) are commercial, government or what"
73,Facilitator,2021-03-26 10:29:50," So this is simply moving on to the next question. How might Class Lima impact on your airspace activities? Now, various comments to this effect have been appearing in the chat so far.  So if you've had anything to record, we've already got them on the chat but it would also be helpful if you put them on the board.  And again, if anybody has any issues using the boards, you are very welcome to keep simply commenting in the chat and then we will open up to a wider discussion in a moment.  So right now, we are just going to move down to the next board, which you will be able to access by scrolling down.  And this is simply asking, how might the Class Lima concept impact on your air space activities?  

And we'll take a couple of minutes for this and return to the group.  There is just one question that I think might be useful while people are filling in the responses of how Class Lima might impacts on the air space activities. Somebody was asking in regards the panel, whether the interests being represented amongst the panel or commercial governments, academic, et cetera.  So would you mind just addressing that? So, everybody's fully aware."
285,GA Pilot 1,2021-03-26 10:30:00,This is the first opportunity to feel included in the whole debate.
74,JS,2021-03-26 10:30:23," Iâ€™ll respond to that, all the people on the panel are academics. So, we work for the universities involved in the project.  However, we are drone enthusiasts and believe that drones can offer society a benefit in the future."
286,GA Pilot 23,2021-03-26 10:31:00,"Again, I would urge collaboration with the Goodwood consortium who are actively engaged in trialling many of the concepts described. Very happy to facilitate the introductions."
287,Microlight Pilot 6,2021-03-26 10:32:00,This workshop is a good step. Adding more operators into the process is imperative. As is adding more airspace users.
290,Facilitator,2021-03-26 10:32:00,How would class lima impact on your airspace activities?
288,GA Pilot 3,2021-03-26 10:32:00,There is no mandate for for EC so Lima would need to mandate the carriage of EC devices
289,GA Pilot 20,2021-03-26 10:32:00,Are you a development partner in the avionics company that your drone uses?
292,GA Pilot 27,2021-03-26 10:33:00,"We wonâ€™t solve this problem here, it requires significant work ongoing. Ground rules need to be set and an agreed facilitation method must be set."
293,GA Pilot 3,2021-03-26 10:33:00,are you aware of any societal impact studies ?
294,Glider Pilot 3,2021-03-26 10:33:00,The Goodwood TDA and TMZ Trial for 2021 was approved by the regulator as the benchmark for integrating. Why can you not work with them? Are they competitors?
295,GA Pilot 1,2021-03-26 10:33:00,Are there any representatives of the drone companies in the forum here ?
291,Microlight Pilot 7,2021-03-26 10:33:00,If TDAs are anything to go by then we will see large swathes of Class L so still segregation. I do feel this is an excellent forum to develop ideas further.
298,Microlight Pilot 6,2021-03-26 10:34:00,"The process of developing an environment for drone operations can have many benefits for the GA pilot; cheaper better EC, for example"
300,GA Pilot 1,2021-03-26 10:34:00,would be nice to hear them comment on the respect agenda so far?
299,GA Pilot 14,2021-03-26 10:34:00,I canâ€™t comment on how L might affect my ops. How do you see the proliferation of this class of airspace? To what height/altitude?
297,GA Pilot 9,2021-03-26 10:34:00,Society won't give a damn about inter-operability with GA if told that drones will improve their lives.
296,Other 1,2021-03-26 10:34:00,"From the point of view of trials there is dedicated airspace, both overland and over the sea, already available in West Wales."
