,author,time,message
199,Prof. Jim Scanlan,2021-08-03 10:22:31," I agree but we're gonna have to write down if if we want to go ahead with this sort TMZ that idea we're gonna have to write down some compliance.  Criteria for drones operates in that area and it has to be binary you either have to, or you don't we can't say well let's make it nice option, so I think we've got to be clear on on what we tell people and we can't make it an optional extra."
200,Facilitator,2021-08-03 10:23:12," Due to time we'll have the opportunity to return to the discussion in a moment, but I think it's worthwhile taking a short break before you return to carry on so I’ll just ask people to please return for 20 posts."
201,Facilitator,2021-08-03 10:23:14," and feel free to turn off your video, in the meantime."
202,Facilitator,2021-08-03 10:23:29," But at 20 past, we will return and then we'll just go through a set of general questions which will allow everybody to add their responses, there are some very interesting points remaining in the chat we may have the opportunity to cover them still but for now be really useful if we just take a short break return at 20 past and then we will go into a brief set of questions to get more general responses from the group, so thank you to everybody, so far, really appreciate all of your input so far and I’m really rich discussion with lots of detail.   So, see you again at 20 past and we will resume for discussion and Q."
203,Drone R&D - Commercial 6,2021-08-03 10:24:05, and
204,Drone R&D - Commercial 6,2021-08-03 10:24:14," I’m up there, continuing this discussion about EO in the break if."
205,Drone R&D - Commercial 6,2021-08-03 10:24:15," The gentleman who was talking about, it is still there."
206,Facilitator,2021-08-03 10:24:21," yeah, I’m starting  did you want to I’m not sure if it's still yep."
207,Drone R&D - Commercial 6,2021-08-03 10:24:24, yeah yeah.
208,Drone R&D - Commercial 6,2021-08-03 10:24:28," So, yes, I’m the ground software engineer at distributed avionics we are building auto pilot certainly I’m very keen to solve this problem.  So my feelings on EO or any other noisy sensor be that radar I are anything else that principally these sensors cannot be  check-summed, and so what I mean by that is like the ABSB if you get the message you absolutely know for certain it's come from a another aircraft, whether their sensors are accurate, whether their GPS was accurate when they gave you an accurate reading is again questionable, but at least you know that you got a positive."
44,Drone Service Provider 5,2021-08-03 10:25:00,Removes TDAs as the Brick Wall and allows commercial ops to gain traction.
209,Drone R&D - Commercial 6,2021-08-03 10:25:07," And what concerns me or really worries me is that we would get significant false positives out of EO or IR sensors and what that would do to like the control system of the aircraft if say we hit the fly during take-off on the EO camera and that fly just happened to look quite a lot like a large aircraft, so I don't know that you can put me at ease with yeah."
210,Drone Service Provider 5,2021-08-03 10:25:24," And remember the EO system displays a picture in picture and onto a screen you're right there's a fly, so I can't rely on EO Now this is, you know, one of those days, where we've had to fly or a bee or something or we're in rain so EO is not gonna work for me in this situation, everybody is mandated for EC but not EO so I don't have that collision avoidance layer but what I still have is the camera."
45,Drone R&D - Academic 9,2021-08-03 10:26:00,"I was earwigging over that break - totally agree with Jon that this is about layers.  No-one suggests routinely flying on manual - but you can execute some kind of fall-back, e.g. stick to your plan, or straight back home, or whatever you've decided it least risk under the circumstances.  I think you're allowed to consider yourself unlucky to have a second failure e.g. loss of C2, but at the same time you need to do your bit to make sure it's unlikely.  If you blow a car headlight, you keep driving, but you fix it first thing next morning."
211,Drone Service Provider 5,2021-08-03 10:26:09, And the camera I can now leave as picture and picture and the beauty of the cameras now when it's working in an automatic mode it's a full spherical 360 sensor. But when you are operating in a degraded mode you then just want the FPV and looking out the front now it's not going to help us at 70 knots with something overtaking us but we've had we've just given up that that layer because environmentally it's not been sound and so we've got probably a 30% solution with do but it's 30% we didn't have for interlopers that weren’t cooperative.
212,Drone R&D - Commercial 6,2021-08-03 10:26:47, I think I think we're actually on the same page.
213,Drone Service Provider 5,2021-08-03 10:26:50, Oh yeah absolutely.
214,Drone R&D - Commercial 6,2021-08-03 10:26:52, My key thing here is that you said it's an extra layer and it's not mandated.
215,Drone R&D - Commercial 6,2021-08-03 10:26:54, We have to start flying without this requirement for an EO sensor or any sensor that can…
216,Drone Service Provider 5,2021-08-03 10:26:59," I have never suggested it's mandated, I’ve said responsible operators should fit EO and we will fit EO to our operation, if you look back in what I’ve said at no point, am I ever suggested that they should have a mandated system it's a responsible operators responsibility."
217,Drone R&D - Commercial 6,2021-08-03 10:27:13," yeah may well not been you it's been a consistent theme throughout my time in the drone industry that there was going to be this see and avoid that had to be mandated and wasn't electronic.

 No, I know I would share I would share your horror at that. I just want an extra layer that provides me with a legal responsibility to do my best yeah.  And we're mitigating risk, and this is one that could be mitigated with a sensor that's not that expensive so yeah."
218,Drone R&D - Commercial 6,2021-08-03 10:27:47," And we're very keen to the ladder for FPV camera and if there's a human operator back at base, and you know something's gone wrong then they can also look at it things like that."
219,Drone Service Provider 5,2021-08-03 10:27:54, But thanks yeah.
220,Drone R&D - Commercial 6,2021-08-03 10:28:04, Thanks for.
221,Drone Service Provider 5,2021-08-03 10:28:05," we're all on the same side and people just read the context, particularly accurately and then. So that's just how it is, but if you look back, I said I totally agree with what you just said  and the same with the different ."
222,Drone Service Provider 5,2021-08-03 10:28:13,Okay.
223,Commercial Drone Operator 1,2021-08-03 10:28:20," So Skyports also integrated EO camera last summer, and we were kind of disappointed with the overall performance and even like from an FPV point of view we've wouldn't trust it to operate like that."
224,Commercial Drone Operator 1,2021-08-03 10:28:40, I personally am terrified of the idea that drones would actually be flown manually and that FPV be camera would be used for deconfliction.
225,Commercial Drone Operator 1,2021-08-03 10:28:44," Especially when you're going with more and more drones in a day if you're going like your manual mode, what would happen if you, for example, with your see tooling at that point and you're in full manual mode that that's for me that's an unacceptable risk, so I would never go out of automated mode, so therefore we never use the FPV camera for that."
46,Drone Service Provider 5,2021-08-03 10:29:00,It will allow us to get some commercial contracts in the designated airspace area.
226,Facilitator,2021-08-03 10:29:18," Again, I’m going to have to interrupt again I’m afraid but thank you for continuing the discussion is really interesting."
227,Facilitator,2021-08-03 10:29:20," So, I am now going to drop a link into the chat so everybody could keep an eye on the chat.  I've just entered in a link and if you click on that it will take you to an interactive whiteboard that will allow you to enter in your responses I’ll explain a bit more in just a moment."
228,Facilitator,2021-08-03 10:29:46," So, you should now be seeing a whiteboard which you will be able to enter your responses on to this is a fairly simple tool. But, as ever, there will inevitably be some technical issues, so if for any reason you can't use this whiteboard which should be now displaying on the screen share please feel free to simply enter your responses into the chat and we will copy them across on your behalf."
229,Facilitator,2021-08-03 10:30:15," So if for any reason you can't use this tool that I’m sharing please just type in the chat as you've been doing with the questions so far, and then we will copy them across for you that's no issue."
230,Facilitator,2021-08-03 10:30:23," So, on the screen here if you scroll to the left, you'll see a set of icons and then this one here the sticky notes.  Which is the fourth one down just below the T icon if you click that you can select the colour and then type in responses there."
231,Facilitator,2021-08-03 10:30:48," So that's all you'll need to to enter your response and then you can resize and, as you wish, so just to kick off we'd like to begin by asking zoom out from the quite technical discussion we've been having."
232,Facilitator,2021-08-03 10:31:12," Would you like to first of all ask what are the positive features of class Lima, for your use of airspace? So once again, please feel free to type response on the chat or any directly on the whiteboard."
233,Facilitator,2021-08-03 10:31:16," All that you'll need to do is go to the left, we suffer icons click the sticky notes icon and then you can click on the board and type in your response so to begin with] What are the positive features, you can see, for Class Lima, for your use of air space?"
234,Facilitator,2021-08-03 10:31:30," So, we'll take a couple of minutes in that, and then we'll continue through these questions."
235,Facilitator,2021-08-03 10:31:50," So, take just a minute longer to allow people to type the responses on here."
236,Facilitator,2021-08-03 10:33:00, And please feel free to keep writing as I talk.
237,Facilitator,2021-08-03 10:33:05," And, once again, if anyone would like to share the responses in the chat if that's easier, please feel free to do so and we will copy across your responses to make sure that they're recorded."
238,Facilitator,2021-08-03 10:33:22," Okay, I’ll allow people to finish writing up the responses on that current question the positive features of Class Lima."
239,Facilitator,2021-08-03 10:34:15, And I will just ask you I’m going to scroll down the screen share now.
240,Facilitator,2021-08-03 10:34:23, To the next question which is directly below.
241,Facilitator,2021-08-03 10:34:28," So this is continuing on your initial views of the Class Lima concept next question is simply asking] How might class Lima impact on your airspace activities? So, once you've finished off the first question, you can just scroll down and enter in your responses."
242,Facilitator,2021-08-03 10:34:33, to let us know] How might class Lima impact on your airspace activities?
243,Facilitator,2021-08-03 10:34:52," Just to make it clear, all of the responses which have been gathered on these whiteboards will be anonymous contributions they're very useful way for us to record the general responses for the reporting and outcomes for the project."
244,Facilitator,2021-08-03 10:35:17," So, anything you enter here will be an anonymous contribution, and it will go towards the general feedback that we record in the outcomes of the project so anything you want here is really helpful."
245,Government Funding Agency,2021-08-03 10:35:32," I just ask a general question because it seems like you've got several different questions you're trying to go through, and just want to try and clarify the difference between second and third one, is obviously the first question is all about positives."
246,Government Funding Agency,2021-08-03 10:35:47," Second question could be interpreted as are we talking about the negatives, but it looks like the third questions about negatives what you really looking for in the second question?"
247,Facilitator,2021-08-03 10:35:58," I think, on the second question we're really seeking to understand how it's going to change people's experiences, what will be the felt impacts of the Class Lima concepts in more general terms, and then the third one is more focused on potential roadblocks issues that might be incurred by the Cross Lima concept but it's sort of broad strokes, to make sure that we get a sufficient picture of all of the potential responses, so you don't need to be too precise in negatives versus general responses on this one."
248,Facilitator,2021-08-03 10:36:31, There's a good range of responses appearing here.
249,Facilitator,2021-08-03 10:37:03," And if at any point you find that you have a response to enter into one of the earlier questions, then please feel free to go up and enter in so so far we've asked your initial views on the classroom or concept asking what are the positive features of Cass Lina for your use of space might need any current any current limitations or inconveniences perhaps."
250,Facilitator,2021-08-03 10:37:30, Then asking how might Cass Lima impact on your current air space activities?
251,Facilitator,2021-08-03 10:37:36, How will it affect your experience as an air space user as an operator.
252,Facilitator,2021-08-03 10:37:43, And we're now going down to the next question which is focusing on any potential issues so I’ll just scroll down the screen share if you can see.
253,Facilitator,2021-08-03 10:37:49," we've recorded some suggestions, but potential issues around the issues of drone corridors, altitude limits and reporting, priority in terms of flight path planning reporting of near misses perhaps and there are a number of issues that have already been noted in the chat, of course, that we've been covering the discussion."
254,Facilitator,2021-08-03 10:38:08," So it would be really useful here if you can take a critique of the Class Lima concept and just record any potential issues, based on what you've been hearing about Class Lima, so far, so on the third board] Do you see any potential issues?"
255,Facilitator,2021-08-03 10:38:19, Please go ahead and record anything that is worth knowing under this question potential issues of Class Lima.
256,Facilitator,2021-08-03 10:38:37," And just to ensure, as there are a couple of people that have just been admitted or readmitted into the meeting I have copied in the link to the board that we're currently using again if you click that to be taken to the interactive whiteboard and you can enter in your responses by clicking on the sticky notes icon which is available on the left hand of your screen where I’m hovering over with my mouse now."
257,Facilitator,2021-08-03 10:39:38, Continuing down.
258,Facilitator,2021-08-03 10:40:16," You can see the next question here, what are your views on the widespread use of electronic conspicuity? Again, we've covered some of this already."
259,Facilitator,2021-08-03 10:40:20, But if you've got any further comments to add really helpful to record them on this board here.
260,Facilitator,2021-08-03 10:40:30, and introducing a question or pointing to the next one down as well.
261,Facilitator,2021-08-03 10:40:38, What benefits would you expect to see within an electronic conspicuity environment? so those two questions there what's your views on widespread use of electronic conspicuity?
262,Facilitator,2021-08-03 10:40:43, And what benefits would you expect to see within an electronic conspicuity environment?
263,Facilitator,2021-08-03 10:40:56," We nearly through the questions on these boards, so if you can just take a moment to add any responses will then go on to some quick polls just gauge the consensus amongst the group around some key issues and we may have the opportunity for a little bit further discussion of responses."
264,Facilitator,2021-08-03 10:41:04," So, thank you to everybody who is entering the responses on the boards I can see the people have already been going through and answering the further questions and so we'll just spend a slightly longer and it's a couple more minutes and then we'll move on to some polls and so we've got these remaining questions here."
265,Facilitator,2021-08-03 10:42:28, This is covering suggestions for the approach for the drone industry.
266,Facilitator,2021-08-03 10:42:44," How should the drone industry, ensure that the wider aviation community buys into the concept of sharing on segregated airspace with drones? I'm sure that some people have some detailed experience with the sort of question so anything that you have to comment here will be really helpful."
267,Facilitator,2021-08-03 10:43:03, And the question below that.
268,Facilitator,2021-08-03 10:43:10," Are there any wider challenges to shared air space worth mentioning? so we've got a question there, How should the drone industry, ensure that the wider aviation community buys into the concept of sharing on segregated as opposed to drones?"
269,Facilitator,2021-08-03 10:43:13, and other any wider challenges to shared air space worth mentioning?
270,Facilitator,2021-08-03 10:43:30," Fantastic so thank you once again to everybody who is entering their responses in the Boards there's a real range of responses appearing, and that is exactly what we're after so we've gone through six questions so all five, I believe, so this last question here."
47,Drone Industry Body/Association 1,2021-08-03 10:44:00,…..agreed 100% but the operators need to be part of the procedure design.
271,Facilitator,2021-08-03 10:44:44, Is a broad question asking] What are the priorities for future research on un-crewed aerial vehicles in shared air space?
272,Facilitator,2021-08-03 10:45:11," So, any general comments here what should the priorities be for future research on UAVs in shared air space? We will just continue until 20 to and move on from these boards, so any final comments, please add it into that last question or anywhere else, on the other, boards and then we'll wrap up on the boards and just do some brief polls."
273,Facilitator,2021-08-03 10:45:32," Okay, so we are at 20 to now so just wrap up on the boards just to say if anybody still writing please feel free to finish off."
50,Commercial Drone Operator 1,2021-08-03 10:46:00,"is there not an in between solution where strategic deconfliction is mandatory for UAS operators and not mandatory for GA, but that they can at least see where UAS operations are planned?"
49,Drone Service Provider 5,2021-08-03 10:46:00,"How about a dress-rehearsal in a country with more permissive rule sets and when we have operated together there, Bring it back as a mitigated operation."
48,Drone R&D - Academic 9,2021-08-03 10:46:00,"Watch your politics here Jim!  If ""class Lima"" gets perceived as a back door to airspace class escalation to suit the drone community, there goes your buy-in"
51,Commercial Drone Operator 32,2021-08-03 10:47:00,I ask the UTM question all the time!
274,Facilitator,2021-08-03 10:47:00," And if you want to add anything more than these boards at any points you can access them via the link that's in the chat, I can post it again if anyone needs it."
275,Facilitator,2021-08-03 10:47:11, But that will remain open to you to add any comments I’m going to stop screen share now so you need to open that in your own browser window.
276,Facilitator,2021-08-03 10:47:21," Thank you to everybody for everything you've contributed on the boards that's really helpful, so we now have a set of questions that are prepared in a poll for you, and so we will enter into that in just a moment this is simply a set of questions which are to gauge the general attitude amongst the group so that will pop up within your zoom window you'll have the opportunity to select your responses and then we will see what everybody's thinking so you should see a window that's just popped up in zoom ‘drone user poll’."
277,Facilitator,2021-08-03 10:48:06," it's worth noting that not everybody participating may be able to answer all these questions and maybe that you need to be a drone operator yourself to be able to answer these questions but anything you do if you're able to answer please go ahead and provide us with your response, and you can leave anything blank that you don't feel is relevant to you."
278,Facilitator,2021-08-03 10:48:24," Please when you see the poll pop up enter in your responses, we will see them come through."
279,Prof. Jim Scanlan,2021-08-03 10:48:45, But Facilitator do you mind if I just deal with one or two of the queries while we're filling that in.
280,Facilitator,2021-08-03 10:49:05, Is that's good.
281,Prof. Jim Scanlan,2021-08-03 10:49:13," And there's some really great questions about what happens when the traffic density go that you know let's just imagine Class Lima does succeed, and we do manage to convince the CAA what happens when traffic density goes up well I think they would have to be an upper threshold, where we need more sophisticated solutions."
282,Prof. Jim Scanlan,2021-08-03 10:49:28," And, and we may stray into UTM if the density of traffic gets beyond X, we have to collectively decide what X is."
283,Prof. Jim Scanlan,2021-08-03 10:49:38, But it's a great question unfortunate I don't know the answer to it.
284,Prof. Tom Cherrett,2021-08-03 10:49:50," Just on that mean just some background work on what we're doing on the on the actual current logistics, you can just take something like patient diagnostics You know from say know five or six of the surgeries in the kind of New Forest area that could you know potentially be viable for moving."
285,Prof. Tom Cherrett,2021-08-03 10:50:03," Some product, you know you're looking at maybe from some of the largest surgeries for five or six load flights one way flights a day just you know in each one moving a Versapak, a small Versapak a pack of about four kilograms so."
286,Prof. Tom Cherrett,2021-08-03 10:50:20," You know there's an awful lot of potential movements there if you were to expand that across to other places, so it's that that's the big thing we're now trying to quantify what would be the most you know the most valid use of drones but you're looking at multiple flights, with different places."
287,Drone Service Provider 8,2021-08-03 10:50:33, You can I just ask a question around that Lima Airspace.
288,Drone Service Provider 8,2021-08-03 10:50:44," So are we saying we want to have established Lima Air Space as a when the traffic gets to a certain level Lima airspace then revert back to class G airspace base or will just stay as Lima Air Space, but it needs some sort of external support like for UTM, even though we haven't really defined what UTM is?"
289,Drone Service Provider 8,2021-08-03 10:50:57,"Well. I'll give you my thoughts, but they're quite half-baked at the moment."
290,Prof. Jim Scanlan,2021-08-03 10:51:14," So, the crucial distinction between let's say full strength UTM and Class Lima is that essentially UTM  is controlled airspace and so, beyond the certain traffic density what once there's a certain amount of traffic density, it may well be that we have to switch to the more extensive UTM model where operators file a flight plan and ANSP then approves a flight plan and does the construction managers deconfliction and my argument for Class Lima is let's not do that for low  traffic densities where it's simply an unnecessary expense and too complex and it's going to hold us back I regard these low traffic routes as our  stepping stone it's the low hanging fruit for commercial drone operations and, but it may well have a life cycle, it may well be once you get above a certain traffic density, you need..it's a bit like a road junction at certain traffic density you put traffic lights in."
52,Drone Industry Body/Association 1,2021-08-03 10:52:00,"The poll results Q6 is very interesting. Also interesting offers to do this avoid, thanks [Drone Service Provider 5] and [Drone R&D - Academic 8] who raise valid suggestions."
291,Prof. Jim Scanlan,2021-08-03 10:52:19, Does that answer your question?
292,Drone Service Provider 8,2021-08-03 10:52:44," yeah I mean I’m a little bit I’m confused about is, I suppose, more than anything, is that we don't want to go down a UTM route, but we haven't actually defined what UTM is and UTM in my mind, is an enabler and you can have various levels of capability in that UTM system whereby can just be a method where we encourage people to submit a flight plan and then we can rebroadcast that information and people, then, are able to do to strategic deconfliction or you can go out to tactical deconfliction or into other aspects of it so."
293,Drone Service Provider 8,2021-08-03 10:53:10," It appears that what Lima air space actually trying to do we just trying to encourage everybody wishes to play in that space to actually participate in some way, shape or form and ultimately that's what we're trying to do in UTM and depending on traffic density and the complexity of the airspace, the requirements for that UTM or the capability of that UTM and will vary significantly so that's a bit of just playing the back of my mind at the moment what it is what is significantly different. Lima air space over UTM - I’d love to hear people's view on what they actually think UTM is no one internationally has defined what UTM is where it should be, services it provides anything along those lines yeah."
294,Regulatory Body 2,2021-08-03 10:53:57," I'm with you and Jim it's interesting that you, you kind of almost think that UTM is just going to be air traffic control for unmanned whereas actually you know I think it's much wider than that, and you know."
54,Commercial Drone Operator 32,2021-08-03 10:54:00,What is the mitigation (if any) for a failure to GPS?
53,German Moreno,2021-08-03 10:54:00,Without data of ALL air traffic it'd be difficult to measure the risk. Mandated EC would be key on building up this map.
295,Regulatory Body 2,2021-08-03 10:54:14, UTM has just been a phrase that's just been coined because you know unmanned activity is starting to grow.
296,Regulatory Body 2,2021-08-03 10:54:19," But Actually, this is just part of a wider ATM and if people want to call it ATM then it's all traffic management, and you know the days of telling platforms to turn left turn right climb and descend are drawing to a close and ultimately traffic management is going to be about data sharing and whether that's you know platform to platform, ground to air, air to ground it doesn't matter and, and I see this, you know this use of TMZs is just an enabling of the segregated airspace and everything that you've got about sharing that data."
297,Regulatory Body 2,2021-08-03 10:54:51," Is that early levels of traffic management it's it's no different you can file a flight plan today to go flying class G not need to speak to anyone and it'll only be accessed by people that want to access it, so I think I’m with  here on the fact that you know traffic management is for all air space and all platforms."
55,Commercial Drone Operator 1,2021-08-03 10:55:00,inertial navigation systems can deal with a temporary outage
298,Regulatory Body 2,2021-08-03 10:55:09," And you know I think what you're trying to do at the moment is a get away from TDAs and is a stepping stone, while kind of traffic management develops to the kind of autonomous airspace that will probably be in the next you know 30-40 years’ time."
299,Prof. Jim Scanlan,2021-08-03 10:55:24," agree, I completely agree with what you've just said."
300,Prof. Jim Scanlan,2021-08-03 10:55:40, completely agree.
301,Drone Industry Body/Association 1,2021-08-03 10:55:43," it's not actually I’m going to come back to you on  on that a little bit, though. What we're trying to think a little bit what  trying to develop this this idea of Okay, yes you've got digital traffic management, be that you UTM, ATM whatever you call it, but at some point that may fail, or there will be a lack of situational awareness, what are the, what are the layers below that one of the tactical deconstruction approaches that we can employ? And I think some of that needs to be iterated first UTM and future flight projects are already being done looking at various aspects of that."
302,Drone Industry Body/Association 1,2021-08-03 10:56:09," But don't really hear much around is the tactical deconfliction solutions that may exist, and I think what Lima is trying to say…what about these aspects of multi spherical VHF out?  We're not saying they’re perfect, but we need a layered approach below just a UTM construct."
303,Drone Industry Body/Association 1,2021-08-03 10:56:21," I think that's the bit that we're trying to get in potentially in the Lima piece of air space, rather than just another piece, where UTM can play I’m not saying you shouldn't but it's more when you look at the layers below what is just a UTM so that's I think the nuance I think in this in what Lima was trying to achieve I think in Lima versus UTM because Lima will incorporate UTM but it's what else exists."
304,Regulatory Body 2,2021-08-03 10:56:40," I wasn't saying that it was instead of, it was it was literally that you know, this is just a, a part of that wider traffic management it's and absolutely it's a layered approach and it's no different to any other  air space that's there at the moment, you know let's face it, if NATS falls over you know, there is a process and a plan that goes into place to reduce the traffic levels so that they can mandraulically sort it and I agree with what you're saying, but I think it's all part of a traffic management system, this is that first stepping stone, as what I was saying."
305,Facilitator,2021-08-03 10:57:04, We put a hand up from  if you wouldn't mind unmuting yourself and speak.
306,Drone R&D - Academic 8,2021-08-03 10:57:20, Thanks very much very valuable discussions I hope you can hear me.
307,Drone R&D - Academic 8,2021-08-03 10:57:26," And I’ve had a lot of likely, a lot of experience in this and, especially, 30-40 years in air traffic control traffic management. My point is that all be that I understand now that class Lima is probably misnamed to thanks to you for explaining that and I understand it better."
308,Drone R&D - Academic 8,2021-08-03 10:57:37," I think there is a need to clarify the reduction in risk the class Lima will bring compare with where we are now when, where we will be in the future with fully UTM etc, etc."
309,Drone R&D - Academic 8,2021-08-03 10:57:44," and understanding of what those those risk reduction points are and what that means to everyone, using the airspace and the public beneath the airspace and also how you would go around having that risk reduction accepted and who's going to accept that, and on behalf of who? I mean that's a pretty clear question that you need to ask, and I think probably the most important question this whole discussion, thank you very much."
310,Facilitator,2021-08-03 10:58:26," I don't know if anybody had any responses to those points from there, in terms of the key points communicating the Class Lima concept.
0"
311,Prof. Jim Scanlan,2021-08-03 10:58:29," I would just respond, I agree, thank you very much for your contribution and when we talk about risk we don't know the risks we don't know very rarely do we actually quantify the risk, which is why I’m so keen."
312,Prof. Jim Scanlan,2021-08-03 10:58:53," In fact Aliaksei Pilko is on the call, I believe that doing the numbers doing the arithmetic and doing extensive simulation of what might go wrong, the frequency until we've got the numbers and nothing is risk free everything entails risks and actually the public reaction to risk is irrational, we know that."
313,Prof. Jim Scanlan,2021-08-03 10:59:11," But at least quantifying the risks is a step forward, I believe, as opposed to you know, putting a safety case together, where someone makes a judgment and puts a subjective you know value in in the box and so that's why we're keen on doing the mapping work, and you know if anyone's interested in seeing the mapping work that Aliaksei Pilko has done we'd be delighted to talk to him."
314,Facilitator,2021-08-03 10:59:52, There was a question earlier in the chat but we didn't get the chance to cover but I felt was pertinent someone's raising the issue of effectively future proofing electronic conspicuity.  And relying on a single source of electronic security wouldn't necessarily account for what systems would be incorporated into drones in the future.
315,Facilitator,2021-08-03 11:00:09, So how might that be accounted for thinking towards the future and potential technologies that are going to become more available or going to be mandated perhaps or become more popular? I can see  got a hand up.
316,EC Equipment Manufacturer,2021-08-03 11:00:19," And we're already working with drone manufacturers to build ADSB conspicuity into the devices so yeah we currently put it into separate boxes which has to be carrying we can make them very, very small, but you still have to integrate it onto your drone so we're in touch with several of the major drone manufacturers about building them we can just provide the chip sets and build it straight into the device so that's an entirely feasible proposition."
317,Prof. Jim Scanlan,2021-08-03 11:00:49," yeah I don't know whether the question is sort of hinting at saturation and things, and you know, the need to consider alternative frequency so 978, for example.
And even web technologies."
318,Prof. Jim Scanlan,2021-08-03 11:01:13, And you know networks or ground receivers that can alleviate that problem.
319,Prof. Jim Scanlan,2021-08-03 11:01:16," Certainly my vision of our starting point, which is this idiotic concept called Class Lima and idiotic name is to start small, and so we absolutely won't get into transponder saturation problems in Class Lima because of the traffic density won't be high enough."
320,EC Equipment Manufacturer,2021-08-03 11:01:22," So we're already looking at using 978 in the UK and the trials we're doing right now literally today are using 978 on the drones to detect and avoid and we cross fertilize between 1090 and 978 using a  service and that's precisely how it works in the States and that's overcome I mean they have a lot more airplanes but they've got the same spectrum, so you know that's been successful in the States they keep the smaller aeroplanes away from 1090 by putting them on 978 and the principal equally applies to keeping the drones away from 1090 by putting them on 978 and they're very against use of 1094 for even GA and electronic conspicuity in Europe, and so we work with AARSA and we are in a body with them just explaining to them, we can do this on 978 just as easily as we can do it on 1090 and get over that worry, because not sure it's been proven, but the worry about saturation."
321,Facilitator,2021-08-03 11:02:40," Just to clarify one of the earlier comments was expressing a slight concern over the potential limitations of ADSB which apparently is being met in some areas, I think that was leading the question about the future proofing of electronic conspicuity systems."
322,Facilitator,2021-08-03 11:02:59," Perhaps if ADSB is not going to be sufficient in the future, but perhaps that some a wider question, however, I think it might be worth just screen sharing the final slide where we can offer people next steps."
